Name,Image URL,Reviews,Type,Address,Phone Number,Opening Hours,Restaurant Page Link,Delivery Link
אריא - ARIA,https://images.rest.co.il/Customers/80147374/3fd620928d3f4593865263c4c64da58a_56.jpg,14 חוות דעת,"מסעדה ים תיכונית, שף | מחיר ₪₪₪₪","נחלת בנימין 66, תל אביב | תיפתח היום בשעה 19:00",053-9419213,תיפתח היום בשעה 19:00,https://www.rest.co.il/rest/80147374/,No delivery link
ברוקלין 17 - BROOKLYN 17,https://images.rest.co.il/Customers/80378325/b85b60a2c86f44a7ac6a4605ab5a2622_56.png,,פיצריות | כשר,חיפה | אנחנו פתוחים!,053-6111184,אנחנו פתוחים!,https://www.rest.co.il/rest/80378325/,No delivery link
פורטופינו - PORTOFINO,https://images.rest.co.il/Customers/80305282/e75d0c3100ca4325b30891fbb35f9a2f_56.gif,62 חוות דעת,מסעדה איטלקית | כשר,"שד' המלאכות 222, ישפרו סנטר מודיעין | אנחנו פתוחים!",053-7104011,אנחנו פתוחים!,https://www.rest.co.il/rest/80305282/,No delivery link
מסעדת כרמא - עין כרם,https://images.rest.co.il/Customers/41651220/ed19aa63261a4752bc90c7bf4d26ecc9_56.png,114 חוות דעת,מסעדה איטלקית,"עין כרם 74, ירושלים | אנחנו פתוחים!",053-9439229,אנחנו פתוחים!,https://www.rest.co.il/rest/41651220/,No delivery link
מא פאו - Ma Pau,https://images.rest.co.il/Customers/80241025/15e4a3e941054ea3aef832b12b373502_56.jpg,12 חוות דעת,מסעדה הודית,"זבולון 7, תל אביב | אנחנו פתוחים!",053-4274881,אנחנו פתוחים!,https://www.rest.co.il/rest/80241025/,https://www.mishlohim.co.il/menu/10148/
מייק בורגר,https://images.rest.co.il/Customers/80288407/6dc7dfa7db904f638560e4b5298f5f19_56.jpg,No reviews,מסעדת המבורגרים | כשר,"שד' הרצל 43, רמלה | אנחנו פתוחים!",053-4362835,אנחנו פתוחים!,https://www.rest.co.il/rest/80288407/,https://www.mishlohim.co.il/menu/6073/
הקומה השניה,https://images.rest.co.il/Customers/80376205/675489871f6d4b37a6d97da3e3aaa352_56.jpg,,"מסעדת בשרים, שף | כשר","נעמי 4, ירושלים | אנחנו פתוחים!",053-8095653,אנחנו פתוחים!,https://www.rest.co.il/rest/80376205/,No delivery link
אושי אושי - בנמל,https://images.rest.co.il/Customers/80341711/bc590372b72f44779aeeff8cdc91d9c6_56.jpg,,מסעדה אסייאתית | כשר,"האנגר 21, נמל תל-אביב | אנחנו פתוחים!",053-9443816,אנחנו פתוחים!,https://www.rest.co.il/rest/80341711/,No delivery link
קפה נורה - Norah cafe,https://images.rest.co.il/Customers/80365508/9d6196ce4ed541c5bba7d162235ce32f_56.jpg,2 חוות דעת,בתי קפה,יסוד המעלה | אנחנו פתוחים!,053-3329991,אנחנו פתוחים!,https://www.rest.co.il/rest/80365508/,No delivery link
בוצ'רי דה ברילוצ'ה - butchery de bariloche,https://images.rest.co.il/Customers/80087704/c19b454031f2469c82b96f55228aed4b_56.jpg,322 חוות דעת,"מסעדת בשרים, שף | מחיר ₪₪₪₪","הברזל 4, רמת החייל, תל אביב | אנחנו פתוחים!",053-9443212,אנחנו פתוחים!,https://www.rest.co.il/rest/80087704/,No delivery link
בנדורה,https://images.rest.co.il/tagimages/1/1288/70025073/70025020/e237e09e7b5f476da4cd5902ab1c6a8c.jpg,,מסעדת בשרים | כשר | מחיר ₪₪₪₪,"עמל 1, פארק תעשיות אפק, ראש העין | אנחנו פתוחים!",053-5495361,אנחנו פתוחים!,https://www.rest.co.il/rest/80248320/,No delivery link
אגאדיר - AGADIR,https://images.rest.co.il/Customers/72964370/95fe4e87900e4511be72357eb7614163_56.jpg,17 חוות דעת,מסעדת המבורגרים | מחיר ₪₪₪₪,"התערוכה 3, נמל תל-אביב | אנחנו פתוחים!",053-9366917,אנחנו פתוחים!,https://www.rest.co.il/rest/72964370/,https://www.mishlohim.co.il/menu/2774/
ארנסטו - Ernesto since 1997,https://images.rest.co.il/Customers/32744200/bfbc5efe126b4cd6a643d7caca649a70_56.jpg,262 חוות דעת,"מסעדה איטלקית, שף | מחיר ₪₪₪₪","בן יהודה 90, תל אביב | אנחנו פתוחים!",053-9415314,אנחנו פתוחים!,https://www.rest.co.il/rest/32744200/,No delivery link
קפה קפה דושי סנטר,https://images.rest.co.il/Customers/80357968/079c446744ea42c082a5ba01085af0da_56.jpg,,בתי קפה,נצרת | אנחנו פתוחים!,053-4455437,אנחנו פתוחים!,https://www.rest.co.il/rest/80357968/,No delivery link
ג'ויה אור ים,https://images.rest.co.il/Customers/80375022/e2d1c3fa4d5946e8a02717902c183d77_56.gif,,מסעדה איטלקית | כשר,"פרדס רימונים 2, אור עקיבא | אנחנו פתוחים!",055-4355208,אנחנו פתוחים!,https://www.rest.co.il/rest/80375022/,No delivery link
לה ריספקט - Le Respect,https://images.rest.co.il/Customers/80375897/cc27fb135d024626b543689248792f1f_56.png,,ביסטרו,"השקמה 1, סביון | אנחנו פתוחים!",053-2328084,אנחנו פתוחים!,https://www.rest.co.il/rest/80375897/,No delivery link
בני הדייג,https://images.rest.co.il/Customers/80221910/fec146d1ce1a4aad8968b5b9fc692dea_56.jpg,No reviews,"מסעדת דגים, שף","יורדי ים 1, מרינה הרצליה | אנחנו פתוחים!",053-6853576,אנחנו פתוחים!,https://www.rest.co.il/rest/80221910/,No delivery link
ביגה חיפה - BiGA,https://images.rest.co.il/Customers/80186066/a1a6c8c3443444dea6bc13ace40a9f41_56.jpg,25 חוות דעת,בתי קפה | כשר | מחיר ₪₪₪₪,"אח""י אילת 15, קריית חיים, חיפה | אנחנו פתוחים!",053-9365864,אנחנו פתוחים!,https://www.rest.co.il/rest/80186066/,https://www.mishlohim.co.il/menu/12688/
המעשנה של יואל,https://images.rest.co.il/Customers/80351508/27e8b5adeb8f401c90128c987b2d5eb5_56.jpg,9 חוות דעת,"מסעדת בשרים, שף | כשר",כפר אדומים | תיפתח ביום ו' ב-08:00,053-9414953,תיפתח ביום ו' ב-08:00,https://www.rest.co.il/rest/80351508/,No delivery link
"טריולה בראסרי - בשרים, איטלקי - Triola",https://images.rest.co.il/Customers/80110173/eeeaa520f408483182fca220736cf25c_56.jpg,50 חוות דעת,"מסעדה איטלקית, שף","שחם 14, פתח תקווה | אנחנו פתוחים!",053-9345515,אנחנו פתוחים!,https://www.rest.co.il/rest/80110173/,No delivery link
ג'ויה הרצליה,https://images.rest.co.il/Customers/80339534/3325183b0a324037b693f37203b62dac_56.jpg,4 חוות דעת,מסעדה איטלקית,"אריה שנקר 9, הרצליה פיתוח | אנחנו פתוחים!",053-4253961,אנחנו פתוחים!,https://www.rest.co.il/rest/80339534/,No delivery link
לה סטורי,https://images.rest.co.il/Customers/80320913/460140c372a24586903d306073dca068_56.png,,בתי קפה | כשר,"האייל 16, ירושלים | אנחנו פתוחים!",053-6245233,אנחנו פתוחים!,https://www.rest.co.il/rest/80320913/,No delivery link
פדריק - FEDRIK,https://images.rest.co.il/Customers/80219179/b958cc44f13444bd8b62dc8376d62453_56.jpg,27 חוות דעת,מסעדת בשרים | כשר | מחיר ₪₪₪₪,"הקדר 2, מודיעין והסביבה | אנחנו פתוחים!",053-9418447,אנחנו פתוחים!,https://www.rest.co.il/rest/80219179/,No delivery link
בורג' בוהריים בנימינה,https://images.rest.co.il/Customers/80360473/46fc763616ef4a6ba36ad4061dc1f11e_56.jpg,,מסעדת בשרים,בנימינה | תיפתח מחר ב-09:00,053-3703653,תיפתח מחר ב-09:00,https://www.rest.co.il/rest/80360473/,No delivery link
פיאנו פיאנו בנמל,https://images.rest.co.il/Customers/80366294/dd5198575da94dbc882e9385792334b5_56.jpg,7 חוות דעת,מסעדה איטלקית | כשר,"האנגר 14, נמל תל-אביב | אנחנו פתוחים!",053-6266614,אנחנו פתוחים!,https://www.rest.co.il/rest/80366294/,No delivery link
ג'ויה רמת החייל,https://images.rest.co.il/Customers/80339535/dd8bdb1bce3e4859b0c01e1008810b26_56.jpg,5 חוות דעת,מסעדה איטלקית,"הברזל 4, רמת החייל, תל אביב | אנחנו פתוחים!",053-6313963,אנחנו פתוחים!,https://www.rest.co.il/rest/80339535/,No delivery link
בי פי נתניה - BP Kosher Bistro,https://images.rest.co.il/Customers/80287364/fa7c6c3f8e184ebc930b7ab845cbe03c_56.jpeg,836 חוות דעת,ביסטרו | כשר,"רמת אפרים, נתניה | תיפתח ביום א' ב-11:30",053-9414781,תיפתח ביום א' ב-11:30,https://www.rest.co.il/rest/80287364/,https://www.mishlohim.co.il/menu/9611/
אבו כריסטו - Abu Christo,https://images.rest.co.il/Customers/80311970/ae14ac856f5e4616a382ed9685adc18f_56.jpg,11 חוות דעת,מסעדת דגים,"רח' 11 330, עכו העתיקה | אנחנו פתוחים!",053-9367627,אנחנו פתוחים!,https://www.rest.co.il/rest/80311970/,No delivery link
הרווי'ס - Harvey’s,https://images.rest.co.il/Customers/76823620/12e162fa46e84ae7b2e1a345b911645e_56.PNG,86 חוות דעת,"מסעדת בשרים, שף | כשר | מחיר ₪₪₪₪","בן שטח שמעון 7, ירושלים | אנחנו פתוחים!",053-9443882,אנחנו פתוחים!,https://www.rest.co.il/rest/76823620/,No delivery link
אווזי חיפה כשר,https://images.rest.co.il/Customers/80324935/3be5c87137eb4b46b3b9a05f0f57cc45_56.jpg,6 חוות דעת,מסעדת בשרים | כשר,"החרושת 26, צומת וולקן, חיפה | אנחנו פתוחים!",053-9443857,אנחנו פתוחים!,https://www.rest.co.il/rest/80324935/,https://www.mishlohim.co.il/menu/8383/
יאמאס - YAMAS,https://images.rest.co.il/Customers/80351567/5722ba962c5f4c37bc8976541b65dfba_56.jpg,3 חוות דעת,מסעדה יוונית,"דרך ארץ 6, אשדוד | אנחנו פתוחים!",053-6302223,אנחנו פתוחים!,https://www.rest.co.il/rest/80351567/,No delivery link
Verre Bar,https://images.rest.co.il/Customers/80375107/c8713767b4a54f1fa62083f89ffe6184_56.gif,,"פאבים וברים, שף | כשר","השמורה 2, זכרון יעקב | אנחנו פתוחים!",055-4357985,אנחנו פתוחים!,https://www.rest.co.il/rest/80375107/,No delivery link
קפאו,https://images.rest.co.il/Customers/80364880/d55ff1ae84ef4ed9957cf2c5cc0c67a1_56.png,,מסעדה אסייאתית | כשר,פתח תקווה | אנחנו פתוחים!,053-7627473,אנחנו פתוחים!,https://www.rest.co.il/rest/80364880/,No delivery link
ג'ויה - JOYA,https://images.rest.co.il/Customers/80341060/32cf0c8ced5f4c79be7f985b2c5aaf38_56.jpg,2 חוות דעת,מסעדה איטלקית | כשר,נתניה | אנחנו פתוחים!,053-9373728,אנחנו פתוחים!,https://www.rest.co.il/rest/80341060/,No delivery link
מלה ביסטרו - Mala Bistro,https://images.rest.co.il/Customers/80309995/654760be0c7443cca65331327da98623_56.jpg,173 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"המעין 1, עין כרם, ירושלים | אנחנו פתוחים!",053-9424673,אנחנו פתוחים!,https://www.rest.co.il/rest/80309995/,No delivery link
בישיקיו - BishiQ,https://images.rest.co.il/Customers/80261384/a49c0d2f0c7d44d89946f96dd2a83406_56.jpg,18 חוות דעת,מסעדת בשרים | כשר,"האלון 26, משמר איילון | תיפתח היום בשעה 20:00",053-9369663,תיפתח היום בשעה 20:00,https://www.rest.co.il/rest/80261384/,No delivery link
מסעדת לחד'את,https://images.rest.co.il/Customers/80374045/2a85276b5eb049cbb83c86942e6b0406_56.jpg,6 חוות דעת,מסעדה ים תיכונית,עוספיה | אנחנו פתוחים!,053-6221007,אנחנו פתוחים!,https://www.rest.co.il/rest/80374045/,No delivery link
פדרו מסעדת שוק - Pedro,https://images.rest.co.il/Customers/80299422/93f2d5ce1b3e4260a8b103e5ea316848_56.jpg,5 חוות דעת,"מסעדת קונספט, שף","שד' יעלים 38, אילת | תיפתח היום בשעה 16:30",053-9372327,תיפתח היום בשעה 16:30,https://www.rest.co.il/rest/80299422/,No delivery link
כרמים,https://images.rest.co.il/Customers/80186420/6fe466fd3f94414b868ddb00f7933a54_56.jpg,39 חוות דעת,"מסעדת בשרים, שף | מחיר ₪₪₪₪","דרך חברון 66, מקס אמות, באר שבע | אנחנו פתוחים!",053-9367409,אנחנו פתוחים!,https://www.rest.co.il/rest/80186420/,No delivery link
ראסיף 33 - RASEEF 33,https://images.rest.co.il/Customers/80350980/4ef00ee188424b948a1b578cdc977d94_56.jpg,12 חוות דעת,ביסטרו,"דרך העצמאות 33, נמל חיפה | אנחנו פתוחים!",053-2551991,אנחנו פתוחים!,https://www.rest.co.il/rest/80350980/,No delivery link
גוז' ודניאל - Gouje & Danielle,https://images.rest.co.il/Customers/80107512/f29d22de1cde43f5b3caa650e59abf1b_56.jpg,141 חוות דעת,שף,"אנשי בראשית, בני ציון | אנחנו פתוחים!",053-9428618,אנחנו פתוחים!,https://www.rest.co.il/rest/80107512/,No delivery link
לנדוור קריית ביאליק – כשר - landwer cafe,https://images.rest.co.il/Customers/80322028/7caafd6e8e644fe8adf4807744da0275_56.jpg,7 חוות דעת,בתי קפה | כשר,"דרך עכו 192, קניון הקריון, קריית ביאליק | אנחנו פתוחים!",053-9372437,אנחנו פתוחים!,https://www.rest.co.il/rest/80322028/,No delivery link
בי פי מרכז חורב - BP Kosher Bistro,https://images.rest.co.il/Customers/80318975/be309ed6834d4686950bf9d1eb07b659_56.jpg,284 חוות דעת,ביסטרו | כשר,"חורב 15, מרכז חורב, חיפה | אנחנו פתוחים!",053-6115046,אנחנו פתוחים!,https://www.rest.co.il/rest/80318975/,https://www.mishlohim.co.il/menu/10759/
שיפודי ציפורה,https://images.rest.co.il/Customers/80164260/b3c92071af54464a889e00cadd62fd84_56.jpg,No reviews,מסעדת בשרים | כשר,"קאמן 10, מרכז מסחרי רד, אילת | אנחנו פתוחים!",053-7106869,אנחנו פתוחים!,https://www.rest.co.il/rest/80164260/,No delivery link
מסעדת 02,https://images.rest.co.il/Customers/80131868/dd39e69cb370415a834d9dba03a0082d_56.jpg,5 חוות דעת,"מסעדת בשרים, שף | כשר","ז'בוטינסקי 3, ירושלים | תיפתח היום בשעה 18:00",053-9438696,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80131868/,No delivery link
הלבנונית באבו גוש,https://images.rest.co.il/Customers/38384300/7ca983819b1f4ccaaf1b71565c3242ae_56.jpg,49 חוות דעת,מסעדה מזרחית | מחיר ₪₪₪₪,"כביש השלום 88, אבו גוש | אנחנו פתוחים!",053-9438354,אנחנו פתוחים!,https://www.rest.co.il/rest/38384300/,No delivery link
מסעדת אחמד עדאווי ואחיו - Ahmad Albader Adawi,https://images.rest.co.il/Customers/80340414/612d2f3658c547bc9ac8ad1f6e8b6e4b_56.jpg,,מסעדה מזרחית,קריית טבעון | אנחנו פתוחים!,053-7484973,אנחנו פתוחים!,https://www.rest.co.il/rest/80340414/,No delivery link
אושי אושי חולון,https://images.rest.co.il/Customers/80172644/fa807a55a37f4d78b9dfc020c34bc5f1_56.jpg,15 חוות דעת,מסעדה אסייאתית | כשר | מחיר ₪₪₪₪,"סוקולוב 49, חולון | אנחנו פתוחים!",053-5494916,אנחנו פתוחים!,https://www.rest.co.il/rest/80172644/,https://www.mishlohim.co.il/menu/4567/
אגאדיר נחלת בנימין - AGADIR,https://images.rest.co.il/Customers/80133911/ccf14f59535b477aa10da2e94e152b18_56.jpg,12 חוות דעת,מסעדת המבורגרים | מחיר ₪₪₪₪,"נחלת בנימין 2, תל אביב | אנחנו פתוחים!",053-9366928,אנחנו פתוחים!,https://www.rest.co.il/rest/80133911/,https://www.mishlohim.co.il/menu/2771/
בית הסטייק,https://images.rest.co.il/Customers/63757600/ac98614268f24aaab35dd21d5153e14a_56.png,19 חוות דעת,מסעדת בשרים | כשר | מחיר ₪₪₪₪,"התעשיה 17, נשר | אנחנו פתוחים!",053-9443057,אנחנו פתוחים!,https://www.rest.co.il/rest/63757600/,No delivery link
קפית,https://images.rest.co.il/Customers/8347960/b969d0aa6f8547299328673de401a190_56.jpg,25 חוות דעת,בתי קפה | כשר | מחיר ₪₪₪₪,"עמק רפאים 36, ירושלים | אנחנו פתוחים!",053-9438321,אנחנו פתוחים!,https://www.rest.co.il/rest/8347960/,No delivery link
סטריט צ'אן טבריה - Street Chan,https://images.rest.co.il/Customers/80363231/f8f60a784c004b0398cf1e8711a9757b_56.jpg,,מסעדה סינית,"יוחנן בן זכאי 20, טבריה | אנחנו פתוחים!",055-4318922,אנחנו פתוחים!,https://www.rest.co.il/rest/80363231/,https://www.mishlohim.co.il/menu/13503/
קפה לנדוור מרכז הכרמל חיפה - landwer cafe,https://images.rest.co.il/Customers/80195652/87be82e7ceb4421aa20a595ed8c76917_56.jpg,15 חוות דעת,בתי קפה,"שד' הנשיא 134, מרכז הכרמל, חיפה | אנחנו פתוחים!",053-9376562,אנחנו פתוחים!,https://www.rest.co.il/rest/80195652/,No delivery link
רולה טורטיה בר,https://images.rest.co.il/Customers/80378829/9d2cbb34d04a4d20956352d595ec55d9_56.jpg,,סנדוויץ' בר | כשר,"כצנלסון 46, גבעתיים | אנחנו פתוחים!",053-2311945,אנחנו פתוחים!,https://www.rest.co.il/rest/80378829/,https://www.mishlohim.co.il/menu/10871/
בית מלצ'ט - קפה ומעדניה,https://images.rest.co.il/Customers/80338578/96ec5d68f1594408bc16e8af2680be68_56.jpg,3 חוות דעת,ביסטרו | כשר,"דרך הלורד 1, תל מונד | אנחנו פתוחים!",053-6267981,אנחנו פתוחים!,https://www.rest.co.il/rest/80338578/,No delivery link
מסעודה - אוכל של בית,https://images.rest.co.il/Customers/80129236/e747a82768fb4fd1917bdd0a0da4321c_56.jpg,,מסעדה ים תיכונית | כשר | מחיר ₪₪₪₪,"ברנר 3, עפולה | אנחנו פתוחים!",053-9387669,אנחנו פתוחים!,https://www.rest.co.il/rest/80129236/,https://www.mishlohim.co.il/menu/7773/
וילה מארה בת ים - Villa Mare Bat Yam,https://images.rest.co.il/Customers/80262138/1f948448d805431686506226d11e5f3b_56.jpg,9 חוות דעת,מסעדה ים תיכונית,"דרך בן גוריון 69, טיילת בת ים | אנחנו פתוחים!",053-9370149,אנחנו פתוחים!,https://www.rest.co.il/rest/80262138/,No delivery link
ג'ירף רמת החייל תל אביב,https://images.rest.co.il/Customers/66164370/1648a623ce6340509a4e977804ff6870_56.jpg,96 חוות דעת,מסעדה אסייאתית | מחיר ₪₪₪₪,"הברזל 19, רמת החייל, תל אביב | אנחנו פתוחים!",,אנחנו פתוחים!,https://www.rest.co.il/rest/66164370/,https://www.mishlohim.co.il/menu/3082/
זואי,https://images.rest.co.il/Customers/80334874/7d5a87b225754a09ac7138fcd0e0a084_56.jpg,7 חוות דעת,מסעדה יוונית | כשר,"ויצמן 125, כפר סבא | אנחנו פתוחים!",053-2719689,אנחנו פתוחים!,https://www.rest.co.il/rest/80334874/,No delivery link
לולה מרטין - LOLA MARTIN,https://images.rest.co.il/Customers/80327881/a08731d3c2f743eab3717b193972abd7_56.jpg,24 חוות דעת,מסעדת דגים,"שד' אבא אבן 10, הרצליה פיתוח | אנחנו פתוחים!",053-9382443,אנחנו פתוחים!,https://www.rest.co.il/rest/80327881/,No delivery link
שיפודי אחמד סעיד,https://images.rest.co.il/Customers/80178279/d2b33008d11347409dff4a3ca6f8c213_56.jpg,8 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"דרך נחל אלכסנדר 8, פארק תעשיות עמק חפר | אנחנו פתוחים!",053-6130778,אנחנו פתוחים!,https://www.rest.co.il/rest/80178279/,No delivery link
פטגוניה - PATAGONIA,https://images.rest.co.il/Customers/35424380/907fd512a4c94491afa0cf31ecad6628_56.jpg,76 חוות דעת,מסעדה דרום אמריקאית,אור הנר | תיפתח ביום ו' ב-18:30,053-4293867,תיפתח ביום ו' ב-18:30,https://www.rest.co.il/rest/35424380/,No delivery link
מסעדת לולה - LOLA,https://images.rest.co.il/Customers/80357984/cb18e211599a4012843d9567bcf5a813_56.gif,10 חוות דעת,"הטיילת 7, אשדוד | אנחנו פתוחים!",No address available,053-9441461,אנחנו פתוחים!,https://www.rest.co.il/rest/80357984/,No delivery link
סין צ'אן,https://images.rest.co.il/Customers/80350524/793af9ed1fff4f1795045abe71a279c7_56.jpg,,מסעדה אסייאתית | כשר,בית השיטה | אנחנו פתוחים!,053-9424526,אנחנו פתוחים!,https://www.rest.co.il/rest/80350524/,https://www.mishlohim.co.il/menu/13909/
קפה קפה - cafe cafe,https://images.rest.co.il/Customers/80166760/0e18a808a32d4592a7ac6450f693cf3f_56.jpg,2 חוות דעת,פאבים וברים | כשר,"יהודה הלוי 1, ביג פאשן דנילוף טבריה | אנחנו פתוחים!",053-9371365,אנחנו פתוחים!,https://www.rest.co.il/rest/80166760/,No delivery link
בלקינד,https://images.rest.co.il/Customers/80239113/782094fc290646839a3a866975f2cee5_56.jpg,4 חוות דעת,פאבים וברים,"הרצל 215, רחובות | אנחנו פתוחים!",053-4273111,אנחנו פתוחים!,https://www.rest.co.il/rest/80239113/,No delivery link
ג'ויה פתח תקווה,https://images.rest.co.il/Customers/80355214/572b8bfd3ec24bf482146fb631a8a53d_56.gif,6 חוות דעת,מסעדה איטלקית,"גיסין אבשלום 17, פתח תקווה",053-7210674,No opening hours,https://www.rest.co.il/rest/80355214/,No delivery link
מסעדת שהרזאד 37,https://images.rest.co.il/tagimages/1/1288/70025035/70025020/13812030b49049d78d2d49359de8e4d1.jpg,,בתי קפה,"שד' בן גוריון 37, המושבה הגרמנית, חיפה",053-4256444,No opening hours,https://www.rest.co.il/rest/80339230/,No delivery link
דשי - Dashi,https://images.rest.co.il/Customers/80375607/e33d7812266a4a8383a5b1a1c2d9111c_56.jpg,,מסעדה יפנית | כשר,"הרצל 1, נתניה | תיפתח היום בשעה 19:30",055-4315818,תיפתח היום בשעה 19:30,https://www.rest.co.il/rest/80375607/,No delivery link
נאו סושי בר - Neo,https://images.rest.co.il/Customers/80159580/4411e136ddd842b6aa82fd6522cee6f9_56.jpg,No reviews,מסעדה אסייאתית | כשר | מחיר ₪₪₪₪,"כצנלסון 55, גבעתיים | אנחנו פתוחים!",053-9345529,אנחנו פתוחים!,https://www.rest.co.il/rest/80159580/,https://www.mishlohim.co.il/menu/5107/
אסאדו מסעדת בשרים ודגים,https://images.rest.co.il/Customers/80312617/4b81fbac69e14498a903d7d461853b82_56.jpg,1 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,יפיע | אנחנו פתוחים!,053-7106564,אנחנו פתוחים!,https://www.rest.co.il/rest/80312617/,No delivery link
רובן - Ruben,https://images.rest.co.il/Customers/80323591/069f7ccdf00d4cd1af7f529731654405_56.jpg,375 חוות דעת,כשר,"רפפורט 3, כפר סבא | אנחנו פתוחים!",053-2819581,אנחנו פתוחים!,https://www.rest.co.il/rest/80323591/,No delivery link
"ג'מס, מודיעין - Jem's Beer Factory",https://images.rest.co.il/Customers/80353667/3b0298f3424444878b405cbf6dc75cc7_56.jpg,,פאבים וברים | כשר,"החרט 1, ישפרו סנטר מודיעין | אנחנו פתוחים!",053-9377520,אנחנו פתוחים!,https://www.rest.co.il/rest/80353667/,No delivery link
פרש דה מרקט חדרה - Fresh The Market,https://images.rest.co.il/Customers/80306304/4b88b3be163f491a91dbe540b56638ac_56.jpg,,מסעדה איטלקית | כשר,"פרופסור דן שכטמן 10, חדרה | אנחנו פתוחים!",053-9349214,אנחנו פתוחים!,https://www.rest.co.il/rest/80306304/,https://www.mishlohim.co.il/menu/11531/
מונא,https://images.rest.co.il/Customers/60399450/dbaed8a87b5842eba0600a344b9e7414_56.jpg,59 חוות דעת,"מסעדת בשרים, שף | מחיר ₪₪₪₪","שמואל הנגיד 12, ירושלים | תיפתח היום בשעה 18:30",053-9374871,תיפתח היום בשעה 18:30,https://www.rest.co.il/rest/60399450/,No delivery link
נג'מה - najma,https://images.rest.co.il/Customers/80338828/d8331f5bf3d641e3b8acc98eabef74bb_56.jpg,3 חוות דעת,מסעדה צרפתית,"העליה השניה 96, חיפה | אנחנו פתוחים!",053-9415741,אנחנו פתוחים!,https://www.rest.co.il/rest/80338828/,No delivery link
רובינא - robina,https://images.rest.co.il/Customers/80222654/821561a081c44537ab62f4dd2e6d582e_56.jpg,4 חוות דעת,פאבים וברים | מחיר ₪₪₪₪,"מרמורק 6, תל אביב | תיפתח היום בשעה 17:00",053-9380948,תיפתח היום בשעה 17:00,https://www.rest.co.il/rest/80222654/,No delivery link
מעדן ציון קייטרינג,https://images.rest.co.il/Customers/80285303/3d4b0596f7784737adc36f5cf6894951_56.jpg,4 חוות דעת,קייטרינג | כשר,"יהודה הלוי 22, טבריה | אנחנו פתוחים!",053-9379639,אנחנו פתוחים!,https://www.rest.co.il/rest/80285303/,No delivery link
מסעדת הר הארי,https://images.rest.co.il/Customers/80272778/b2801e5fa01f4652aa7410563019a6ae_56.jpg,,מסעדת קונספט,בית ג'ן | אנחנו פתוחים!,053-9376386,אנחנו פתוחים!,https://www.rest.co.il/rest/80272778/,No delivery link
פאלאפליקו,https://images.rest.co.il/Customers/80357583/2df235cff9d44f7f8b2dfd539e589d1f_56.jpg,,מסעדת בשרים,"הרמה 23, גני תקווה | אנחנו פתוחים!",053-9375846,אנחנו פתוחים!,https://www.rest.co.il/rest/80357583/,No delivery link
ג'ירף ראשון לציון,https://images.rest.co.il/Customers/80086342/f9a4545eb2104677805c0299f1bcca87_56.jpg,29 חוות דעת,מסעדה אסייאתית,"ילדי טהרן 3, סינמה סיטי ראשון לציון | אנחנו פתוחים!",,אנחנו פתוחים!,https://www.rest.co.il/rest/80086342/,https://www.mishlohim.co.il/menu/4879/
פרש דה מרקט - Fresh The Market,https://images.rest.co.il/Customers/80321635/463208ac658b40dfb2ece0eb14145d96_56.jpg,2 חוות דעת,מסעדה איטלקית,"ויצמן 207, G כפר סבא | אנחנו פתוחים!",053-9385940,אנחנו פתוחים!,https://www.rest.co.il/rest/80321635/,No delivery link
ביגה - BIGA,https://images.rest.co.il/Customers/80303967/be615b0997ed4e468193a12e1f5d2c37_56.jpg,2 חוות דעת,בתי קפה | מחיר ₪₪₪₪,"דרך העמק 41, נצרת עילית (נוף הגליל) | אנחנו פתוחים!",053-9387070,אנחנו פתוחים!,https://www.rest.co.il/rest/80303967/,No delivery link
ג'אנגו - JANGO,https://images.rest.co.il/Customers/80040853/b4c4d2020c88494cb1249aac850e9d41_56.jpg,9 חוות דעת,ביסטרו,"הלל הזקן 12, תל אביב | אנחנו פתוחים!",053-5284222,אנחנו פתוחים!,https://www.rest.co.il/rest/80040853/,No delivery link
הר תבור,https://images.rest.co.il/Customers/37406360/b63a1c33212c4618a2bca67f9299edba_56.jpg,14 חוות דעת,מסעדת בשרים,כפר כמא | אנחנו פתוחים!,053-9440804,אנחנו פתוחים!,https://www.rest.co.il/rest/37406360/,No delivery link
גריל 443 - Grill 443,https://images.rest.co.il/Customers/37448770/ad30f4a67c41490c8d86eb9dddf82cfd_56.jpg,23 חוות דעת,מסעדת בשרים | כשר,"אזור תעשייה שילת, שילת | אנחנו פתוחים!",053-9442765,אנחנו פתוחים!,https://www.rest.co.il/rest/37448770/,No delivery link
בני הדייג ראשון לציון,https://images.rest.co.il/Customers/80207391/5ac866b4fccd4976ad686dbcbbb2dd2d_56.jpg,29 חוות דעת,מסעדת דגים | מחיר ₪₪₪₪,"הטיילת 19, טיילת ראשון לציון | אנחנו פתוחים!",053-7934181,אנחנו פתוחים!,https://www.rest.co.il/rest/80207391/,No delivery link
